location;didok;geschaeft;kategorie;ebene;bahnhof;offen;url;email;tel;beschreibung;payment_accepted;geo
https://lod.opentransportdata.swiss/place/8503125/geo-geldwechsel-e47e;http://lod.opentransportdata.swiss/didok/8503125;Geldwechsel;SBB Services;Stadtebene;Uster;So 08:00-18:00;;;;;;POINT(8.718590593787255 47.35034478189136)
https://lod.opentransportdata.swiss/place/8503125/geo-geldwechsel-e47e;http://lod.opentransportdata.swiss/didok/8503125;Geldwechsel;SBB Services;Stadtebene;Uster;Mo-Fr 06:30-19:00;;;;;;POINT(8.718590593787255 47.35034478189136)
https://lod.opentransportdata.swiss/place/8503125/geo-k-kiosk-a25b;http://lod.opentransportdata.swiss/didok/8503125;K Kiosk;Kioske / Tabakwaren;Stadtebene;Uster;So 07:00-22:00;http://www.kkiosk.ch/;;;"Gönn dir was!
k kiosk ist der persönliche Garant für Sofortgenuss in greifbarer Nähe, welcher die kleinen Alltagssünden schnell und unkompliziert mit attraktiven Alltagsfreuden erlebbar macht";;POINT(8.718343772603966 47.35050747087967)
https://lod.opentransportdata.swiss/place/8503125/geo-gepaeckaufgabe-7493;http://lod.opentransportdata.swiss/didok/8503125;Gepäck;SBB Services;Stadtebene;Uster;So 08:00-18:00;;;;;;POINT(8.718620032675892 47.35033774825173)
https://lod.opentransportdata.swiss/place/8503125/geo-hair-factory-1f21;http://lod.opentransportdata.swiss/didok/8503125;Hair Factory;Dienstleistungen;Stadtebene;Uster;Mo-Fr 08:00-19:00;https://www.hairfactory.ch;info@hairfactory.ch;+41 44 940 87 33;;;POINT(8.716497250294076 47.351368752374775)
https://lod.opentransportdata.swiss/place/8503125/geo-hair-factory-1f21;http://lod.opentransportdata.swiss/didok/8503125;Hair Factory;Dienstleistungen;Stadtebene;Uster;So 10:00-17:00;https://www.hairfactory.ch;info@hairfactory.ch;+41 44 940 87 33;;;POINT(8.716497250294076 47.351368752374775)
https://lod.opentransportdata.swiss/place/8503125/geo-aufgabezeiten-fluggepaeck-nach-zuerich-flughafen-6a4a;http://lod.opentransportdata.swiss/didok/8503125;Aufgabezeiten Fluggepäck nach Zürich Flughafen;SBB Services;Stadtebene;Uster;Sa 07:00-18:30;;;;;;POINT(8.718555107732183 47.3503939131485)
https://lod.opentransportdata.swiss/place/8503125/geo-kleiner-baeckerei-konditorei-23ac;http://lod.opentransportdata.swiss/didok/8503125;Kleiner Bäckerei-Konditorei;Lebensmittel / Getränke;Stadtebene;Uster;Sa 07:00-16:00;http://www.kleiner-baeckerei.ch/;;+41 43 497 89 60;;;POINT(8.716600552755676 47.35131395103013)
https://lod.opentransportdata.swiss/place/8503125/geo-brezelkoenig-60ee;http://lod.opentransportdata.swiss/didok/8503125;Brezelkönig;Restaurants / Take-Away;Stadtebene;Uster;Sa-So 05:00-20:00;http://www.brezelkoenig.ch/;info@brezelkoenig.ch;;;Euro, Lunch-Checks, Maestro, MasterCard, PostFinance, Unionpay, V Pay, Visa;POINT(8.718330002616188 47.350550549818145)
https://lod.opentransportdata.swiss/place/8503125/geo-western-union-4e49;http://lod.opentransportdata.swiss/didok/8503125;Western Union;SBB Services;Stadtebene;Uster;So 08:00-18:00;;;;;;POINT(8.718538052779556 47.35038236457737)
https://lod.opentransportdata.swiss/place/8503125/geo-k-kiosk-8112;http://lod.opentransportdata.swiss/didok/8503125;K Kiosk;Kioske / Tabakwaren;Stadtebene;Uster;Mo-Fr 05:45-20:00;http://www.kkiosk.ch/;;;"Gönn dir was!
k kiosk ist der persönliche Garant für Sofortgenuss in greifbarer Nähe, welcher die kleinen Alltagssünden schnell und unkompliziert mit attraktiven Alltagsfreuden erlebbar macht";;POINT(8.71682276650945 47.351377919345325)
https://lod.opentransportdata.swiss/place/8503125/geo-fundservice-cfdd;http://lod.opentransportdata.swiss/didok/8503125;Fundservice;SBB Services;Stadtebene;Uster;So 08:00-18:00;;;;;;POINT(8.718575744619516 47.3503505246857)
https://lod.opentransportdata.swiss/place/8503424/geo-k-kiosk-ea4b;http://lod.opentransportdata.swiss/didok/8503424;K Kiosk;Kioske / Tabakwaren;Unterführung;Schaffhausen;Mo-Fr 05:15-20:30;http://www.kkiosk.ch/;;+41 52 625 48 74;"Gönn dir was!
k kiosk ist der persönliche Garant für Sofortgenuss in greifbarer Nähe, welcher die kleinen Alltagssünden schnell und unkompliziert mit attraktiven Alltagsfreuden erlebbar macht";;POINT(8.633179573952164 47.69864960848628)
https://lod.opentransportdata.swiss/place/8503424/geo-silverland-schmuck-3eb2;http://lod.opentransportdata.swiss/didok/8503424;SilverLand Schmuck;Schmuck / Uhren / Optik;Unterführung;Schaffhausen;Sa 09:00-17:00;;silverland@bluemail.ch;+41 52 620 02 40;;;POINT(8.633225021166165 47.69862963242029)
https://lod.opentransportdata.swiss/place/8503424/geo-silverland-schmuck-3eb2;http://lod.opentransportdata.swiss/didok/8503424;SilverLand Schmuck;Schmuck / Uhren / Optik;Unterführung;Schaffhausen;Mo-Fr 09:00-19:00;;silverland@bluemail.ch;+41 52 620 02 40;;;POINT(8.633225021166165 47.69862963242029)
https://lod.opentransportdata.swiss/place/8503424/geo-coop-pronto-895a;http://lod.opentransportdata.swiss/didok/8503424;Coop Pronto;Lebensmittel / Getränke;Stadtebene;Schaffhausen;Mo-So 06:00-23:00;http://www.coop-pronto.ch/;;;;;POINT(8.632536497014346 47.69794413265137)
https://lod.opentransportdata.swiss/place/8503424/geo-bahnhof-apotheke-schaffhausen-62dc;http://lod.opentransportdata.swiss/didok/8503424;Bahnhof Apotheke Schaffhausen;Gesundheit / Körperpflege;Stadtebene;Schaffhausen;Mo-Sa 07:00-20:00;https://bahnhofapotheke.ch;info@apotheke-sh.ch;+41 52 625 26 86;;;POINT(8.632295236927241 47.69772639220059)
https://lod.opentransportdata.swiss/place/8503424/geo-confisierie-reber-8c2e;http://lod.opentransportdata.swiss/didok/8503424;Confisierie Reber;Lebensmittel / Getränke;Stadtebene;Schaffhausen;Mo-Fr 06:30-19:00;http://www.schaffhauserzungen.ch/;info@schaffhauserzungen.ch;+41 52 625 41 00;;;POINT(8.632827991727044 47.69824199585747)
https://lod.opentransportdata.swiss/place/8503424/geo-confisierie-reber-8c2e;http://lod.opentransportdata.swiss/didok/8503424;Confisierie Reber;Lebensmittel / Getränke;Stadtebene;Schaffhausen;So 08:45-17:00;http://www.schaffhauserzungen.ch/;info@schaffhauserzungen.ch;+41 52 625 41 00;;;POINT(8.632827991727044 47.69824199585747)
https://lod.opentransportdata.swiss/place/8503424/geo-postfinance-postomat-a71b;http://lod.opentransportdata.swiss/didok/8503424;PostFinance Postomat;Dienstleistungen;Stadtebene;Schaffhausen;;;;;;;POINT(8.63250452209402 47.698042530503706)
https://lod.opentransportdata.swiss/place/8503424/geo-tourist-information-schaffhausen-5dc7;http://lod.opentransportdata.swiss/didok/8503424;Tourist Information Schaffhausen;Dienstleistungen;Stadtebene;Schaffhausen;;http://www.schaffhauserland.ch/;;;;;POINT(8.632729594782155 47.695541872900314)
https://lod.opentransportdata.swiss/place/8503424/geo-k-kiosk-6a70;http://lod.opentransportdata.swiss/didok/8503424;K Kiosk;Kioske / Tabakwaren;Stadtebene;Schaffhausen;Mo-Do 05:00-21:15;http://www.kkiosk.ch/;;+41 52 625 06 81;"Gönn dir was!
k kiosk ist der persönliche Garant für Sofortgenuss in greifbarer Nähe, welcher die kleinen Alltagssünden schnell und unkompliziert mit attraktiven Alltagsfreuden erlebbar macht";;POINT(8.63266133823397 47.698118687940955)
https://lod.opentransportdata.swiss/place/8503504/geo-aufgabezeiten-fluggepaeck-nach-zuerich-flughafen-dd5d;http://lod.opentransportdata.swiss/didok/8503504;Aufgabezeiten Fluggepäck nach Zürich Flughafen;SBB Services;Unterführung;Baden;Mo-Fr 07:00-18:00;;;;;;POINT(8.307999467655119 47.476727950876274)
https://lod.opentransportdata.swiss/place/8503504/geo-aufgabezeiten-fluggepaeck-nach-zuerich-flughafen-dd5d;http://lod.opentransportdata.swiss/didok/8503504;Aufgabezeiten Fluggepäck nach Zürich Flughafen;SBB Services;Unterführung;Baden;Sa 07:30-19:00;;;;;;POINT(8.307999467655119 47.476727950876274)
https://lod.opentransportdata.swiss/place/8503504/geo-western-union-813a;http://lod.opentransportdata.swiss/didok/8503504;Western Union;SBB Services;Unterführung;Baden;So 08:00-18:00;;;;;;POINT(8.307947684967163 47.476706878982775)
https://lod.opentransportdata.swiss/place/8503504/geo-biolade-bade-8580;http://lod.opentransportdata.swiss/didok/8503504;Biolade Bade;Lebensmittel / Getränke;Gleisebene;Baden;So 10:00-18:00;http://www.bioladebade.ch;info@bioladebade.ch;+41 56 221 31 31;;;POINT(8.307776604199248 47.47647681426592)
https://lod.opentransportdata.swiss/place/8503504/geo-railone-coffeeandbar-5222;http://lod.opentransportdata.swiss/didok/8503504;Railone Coffee & Bar;Restaurants / Take-Away;Gleisebene;Baden;Mo-Fr 05:30-00:00;;;+41 56 222 14 00;;;POINT(8.307740109682944 47.47617549918702)
https://lod.opentransportdata.swiss/place/8503504/geo-billettschalter-2a4e;http://lod.opentransportdata.swiss/didok/8503504;Billette, Abonnemente, Freizeitangebote;SBB Services;Unterführung;Baden;Sa 07:30-19:00;;;;;;POINT(8.307917141987808 47.47645094502265)
https://lod.opentransportdata.swiss/place/8503504/geo-geldwechsel-24f8;http://lod.opentransportdata.swiss/didok/8503504;Geldwechsel;SBB Services;Unterführung;Baden;Mo-Fr 07:00-19:30;;;;;;POINT(8.307929569567436 47.4765067717906)
https://lod.opentransportdata.swiss/place/8503504/geo-wartsaal-7e49;http://lod.opentransportdata.swiss/didok/8503504;Wartsaal;SBB Services;Gleisebene;Baden;Mo-So 00:00-05:30;;;;;;POINT(8.307814962285654 47.47640275489577)
https://lod.opentransportdata.swiss/place/8504100/geo-geldwechsel-32ce;http://lod.opentransportdata.swiss/didok/8504100;Geldwechsel;SBB Services;Stadtebene;Fribourg/Freiburg;Mo-Fr 05:45-19:10;;;;;;POINT(7.1510997500811015 46.803274670264344)
https://lod.opentransportdata.swiss/place/8504100/geo-western-union-5f3c;http://lod.opentransportdata.swiss/didok/8504100;Western Union;SBB Services;Stadtebene;Fribourg/Freiburg;So 08:10-12:00;;;;;;POINT(7.150996246901227 46.803327504793884)
https://lod.opentransportdata.swiss/place/8504100/geo-western-union-5f3c;http://lod.opentransportdata.swiss/didok/8504100;Western Union;SBB Services;Stadtebene;Fribourg/Freiburg;Mo-Fr 05:45-19:00;;;;;;POINT(7.150996246901227 46.803327504793884)
https://lod.opentransportdata.swiss/place/8504100/geo-western-union-5f3c;http://lod.opentransportdata.swiss/didok/8504100;Western Union;SBB Services;Stadtebene;Fribourg/Freiburg;Sa 06:10-18:00;;;;;;POINT(7.150996246901227 46.803327504793884)
https://lod.opentransportdata.swiss/place/8504100/geo-guichets-transports-publics-fribourgeois-5cd8;http://lod.opentransportdata.swiss/didok/8504100;Guichets Transports publics fribourgeois;Dienstleistungen;Stadtebene;Fribourg/Freiburg;Sa 07:00-18:00;http://www.tpf.ch/guichets-tpf;vente.fribourg@tpf.ch;026 351 02 00;;;POINT(7.150662618341701 46.8034311276192)
https://lod.opentransportdata.swiss/place/8504100/geo-fundbuero-2db0;http://lod.opentransportdata.swiss/didok/8504100;Fundservice;SBB Services;Stadtebene;Fribourg/Freiburg;So 08:10-12:00;;;;;;POINT(7.151125890056346 46.80329666880434)
https://lod.opentransportdata.swiss/place/8504100/geo-instyle-hairandbeauty-lounge-f79a;http://lod.opentransportdata.swiss/didok/8504100;InStyle Hair&Beauty Lounge;Gesundheit / Körperpflege;Stadtebene;Fribourg/Freiburg;Mo-Fr 08:00-18:30;https://www.hair-labels.ch;info@coiffure-lonigro.ch;+41 26 322 11 26;;;POINT(7.151428278888226 46.80369644083884)
https://lod.opentransportdata.swiss/place/8504100/geo-instyle-hairandbeauty-lounge-f79a;http://lod.opentransportdata.swiss/didok/8504100;InStyle Hair&Beauty Lounge;Gesundheit / Körperpflege;Stadtebene;Fribourg/Freiburg;Sa 08:00-16:00;https://www.hair-labels.ch;info@coiffure-lonigro.ch;+41 26 322 11 26;;;POINT(7.151428278888226 46.80369644083884)
https://lod.opentransportdata.swiss/place/8504100/geo-fundbuero-145e;http://lod.opentransportdata.swiss/didok/8504100;Fundservice;Dienstleistungen;Stadtebene;Fribourg/Freiburg;Mo-Sa 14:00-18:00;;;;;;POINT(7.150679439769632 46.803450358741905)
https://lod.opentransportdata.swiss/place/8504100/geo-billettschalter-6768;http://lod.opentransportdata.swiss/didok/8504100;Billette, Abonnemente, Freizeitangebote;SBB Services;Stadtebene;Fribourg/Freiburg;Sa 06:10-18:10;;;;;;POINT(7.151125988570414 46.80326754020704)
https://lod.opentransportdata.swiss/place/8504100/geo-billettschalter-6768;http://lod.opentransportdata.swiss/didok/8504100;Billette, Abonnemente, Freizeitangebote;SBB Services;Stadtebene;Fribourg/Freiburg;Mo-Fr 05:45-19:10;;;;;;POINT(7.151125988570414 46.80326754020704)
https://lod.opentransportdata.swiss/place/8504100/geo-billettschalter-6768;http://lod.opentransportdata.swiss/didok/8504100;Billette, Abonnemente, Freizeitangebote;SBB Services;Stadtebene;Fribourg/Freiburg;So 13:00-17:00;;;;;;POINT(7.151125988570414 46.80326754020704)
https://lod.opentransportdata.swiss/place/8504100/geo-my-kebab-3911;http://lod.opentransportdata.swiss/didok/8504100;My Kebab;Restaurants / Take-Away;Stadtebene;Fribourg/Freiburg;Mo-Do 08:00-00:00;http://www.mykebab.ch;mykebab-cafe@hotmail.com;+41 26 321 37 62;;;POINT(7.151506614925288 46.80380581727957)
https://lod.opentransportdata.swiss/place/8504100/geo-my-kebab-3911;http://lod.opentransportdata.swiss/didok/8504100;My Kebab;Restaurants / Take-Away;Stadtebene;Fribourg/Freiburg;So 08:00-00:00;http://www.mykebab.ch;mykebab-cafe@hotmail.com;+41 26 321 37 62;;;POINT(7.151506614925288 46.80380581727957)
https://lod.opentransportdata.swiss/place/8504100/geo-burger-king-13eb;http://lod.opentransportdata.swiss/didok/8504100;Burger King;Restaurants / Take-Away;Stadtebene;Fribourg/Freiburg;Fr-Sa 10:30-01:30;https://de.burger-king.ch;fribourg@bktl.ch;+41 26 321 37 97;;Euro, Maestro, MasterCard, PostFinance, Visa Railcity;POINT(7.151295994327582 46.80328286772733)
https://lod.opentransportdata.swiss/place/8504100/geo-tekoe-e682;http://lod.opentransportdata.swiss/didok/8504100;Tekoe;Restaurants / Take-Away;Stadtebene;Fribourg/Freiburg;Mo-Fr 05:30-21:00;http://www.tekoe.com/;info@tekoe.ch;+41 26 321 41 31;;American Express, Euro, Maestro, MasterCard, PostFinance, Visa Railcity;POINT(7.150718378723685 46.80323224469513)
https://lod.opentransportdata.swiss/place/8504100/geo-tekoe-e682;http://lod.opentransportdata.swiss/didok/8504100;Tekoe;Restaurants / Take-Away;Stadtebene;Fribourg/Freiburg;So 08:00-19:30;http://www.tekoe.com/;info@tekoe.ch;+41 26 321 41 31;;American Express, Euro, Maestro, MasterCard, PostFinance, Visa Railcity;POINT(7.150718378723685 46.80323224469513)
https://lod.opentransportdata.swiss/place/8504100/geo-benu-apotheke-e686;http://lod.opentransportdata.swiss/didok/8504100;Benu Apotheke;Gesundheit / Körperpflege;Stadtebene;Fribourg/Freiburg;Mo-Fr 06:45-21:00;https://www.benupharmacie.ch/de/;gare.fribourg@benupharmacie.ch;+41 26 322 02 02;;;POINT(7.151071548164097 46.80290412958961)
https://lod.opentransportdata.swiss/place/8504100/geo-starbucks-coffee-22b3;http://lod.opentransportdata.swiss/didok/8504100;Starbucks Coffee;Restaurants / Take-Away;Stadtebene;Fribourg/Freiburg;Sa-So 07:00-20:00;http://www.starbucks.ch/;;026 321 55 92;;American Express, Euro, Maestro, MasterCard, PostFinance, Visa Railcity;POINT(7.150972514731421 46.802805829053476)
https://lod.opentransportdata.swiss/place/8504100/geo-cafe-culturel-du-nouveau-monde-20b6;http://lod.opentransportdata.swiss/didok/8504100;Café Culturel du Nouveau Monde;Restaurants / Take-Away;Stadtebene;Fribourg/Freiburg;Fr 09:00-03:00;http://cafeanciennegare.ch;;026 322 57 72;;Tarifverbund Schwyz;POINT(7.15084570809818 46.80221219418919)
https://lod.opentransportdata.swiss/place/8504100/geo-dhl-3cba;http://lod.opentransportdata.swiss/didok/8504100;DHL;SBB Services;Stadtebene;Fribourg/Freiburg;Mo-Fr 08:00-16:00;;;;;;POINT(7.151073466055553 46.803296924659556)
https://lod.opentransportdata.swiss/place/8504100/geo-schwaller-gasser-schluesselservice-8a84;http://lod.opentransportdata.swiss/didok/8504100;Schwaller + Gasser - Schlüsselservice;Dienstleistungen;Stadtebene;Fribourg/Freiburg;Di-Fr 08:00-11:45;;;+41 26 322 85 75;;;POINT(7.151678283119695 46.804034972704414)
https://lod.opentransportdata.swiss/place/8504100/geo-rent-a-bike-680d;http://lod.opentransportdata.swiss/didok/8504100;Velovermietung;SBB Services;Stadtebene;Fribourg/Freiburg;Mo-Sa 08:00-12:00;http://www.rentabike.ch/home;;;;;POINT(7.151100764872904 46.80325794891248)
https://lod.opentransportdata.swiss/place/8504200/geo-bancomat-6c58;http://lod.opentransportdata.swiss/didok/8504200;PostFinance Postomat;Dienstleistungen;Stadtebene;Yverdon-les-Bains;;;;;;;POINT(6.6417361863337865 46.78081964467656)
https://lod.opentransportdata.swiss/place/8504200/geo-gepaeckaufgabe-bdf2;http://lod.opentransportdata.swiss/didok/8504200;Gepäck;SBB Services;Stadtebene;Yverdon-les-Bains;So 13:15-17:00;;;;;;POINT(6.640990754909802 46.78144524615577)
https://lod.opentransportdata.swiss/place/8504200/geo-geldwechsel-b1ab;http://lod.opentransportdata.swiss/didok/8504200;Geldwechsel;SBB Services;Stadtebene;Yverdon-les-Bains;Mo-Fr 07:00-19:00;;;;;;POINT(6.640996284651575 46.78146741958392)
https://lod.opentransportdata.swiss/place/8504200/geo-geldwechsel-b1ab;http://lod.opentransportdata.swiss/didok/8504200;Geldwechsel;SBB Services;Stadtebene;Yverdon-les-Bains;So 08:00-12:00;;;;;;POINT(6.640996284651575 46.78146741958392)
https://lod.opentransportdata.swiss/place/8504200/geo-restaurant-asia-express-7c87;http://lod.opentransportdata.swiss/didok/8504200;Restaurant Asia Express;Restaurants / Take-Away;Stadtebene;Yverdon-les-Bains;Sa-So 08:00-00:00;http://asia-express.ch;;+41 24 425 68 88;;;POINT(6.640112185356841 46.78158263268252)
https://lod.opentransportdata.swiss/place/8504200/geo-billettschalter-4cb6;http://lod.opentransportdata.swiss/didok/8504200;Billette, Abonnemente, Freizeitangebote;SBB Services;Stadtebene;Yverdon-les-Bains;Mo-Fr 07:00-19:00;;;;;;POINT(6.640960260268985 46.78146046001373)
https://lod.opentransportdata.swiss/place/8504221/geo-ekai-sushi-92da;http://lod.opentransportdata.swiss/didok/8504221;Ekaï Sushi;Restaurants / Take-Away;Bahngeschoss;Neuchâtel;Mo-Fr 11:00-22:00;http://www.ekai.ch;;+41 32 721 14 14;;American Express, Euro, Maestro, MasterCard, PostFinance, Visa Railcity;POINT(6.9369867577421065 46.99695388216548)
https://lod.opentransportdata.swiss/place/8504221/geo-ekai-sushi-92da;http://lod.opentransportdata.swiss/didok/8504221;Ekaï Sushi;Restaurants / Take-Away;Bahngeschoss;Neuchâtel;Sa-So 11:00-21:00;http://www.ekai.ch;;+41 32 721 14 14;;American Express, Euro, Maestro, MasterCard, PostFinance, Visa Railcity;POINT(6.9369867577421065 46.99695388216548)
https://lod.opentransportdata.swiss/place/8504221/geo-dhl-pickpost-d6f0;http://lod.opentransportdata.swiss/didok/8504221;DHL / PickPost;SBB Services;Bahngeschoss;Neuchâtel;So 08:00-19:00;;;;;;POINT(6.935611684000186 46.99663598982662)
https://lod.opentransportdata.swiss/place/8504221/geo-sandwich-dennes-house-c11f;http://lod.opentransportdata.swiss/didok/8504221;King Food;Restaurants / Take-Away;Bahngeschoss;Neuchâtel;Sa 11:00-22:00;;;032 753 04 30;;Euro, Maestro, MasterCard, PostFinance, Visa;POINT(6.9374632570954615 46.99717545588833)
https://lod.opentransportdata.swiss/place/8504221/geo-cordon-rouge-061d;http://lod.opentransportdata.swiss/didok/8504221;Cordon Rouge;Geschenkartikel / Haus / Garten;Bahngeschoss;Neuchâtel;Mo 15:00-19:00;http://www.cordonrouge.ch;info@cordonrouge.ch;+41 32 721 43 52;;American Express, Euro, Maestro, MasterCard, PostFinance, Visa Railcity;POINT(6.936669129650601 46.99689581836929)
https://lod.opentransportdata.swiss/place/8504221/geo-cordon-rouge-061d;http://lod.opentransportdata.swiss/didok/8504221;Cordon Rouge;Geschenkartikel / Haus / Garten;Bahngeschoss;Neuchâtel;Di-Fr 08:30-19:00;http://www.cordonrouge.ch;info@cordonrouge.ch;+41 32 721 43 52;;American Express, Euro, Maestro, MasterCard, PostFinance, Visa Railcity;POINT(6.936669129650601 46.99689581836929)
https://lod.opentransportdata.swiss/place/8504221/geo-k-kiosk-3bee;http://lod.opentransportdata.swiss/didok/8504221;K Kiosk;Kioske / Tabakwaren;Unterführung;Neuchâtel;Mo-Fr 05:30-21:00;http://www.kkiosk.ch/;;+41 32 725 40 94;"Gönn dir was!
k kiosk ist der persönliche Garant für Sofortgenuss in greifbarer Nähe, welcher die kleinen Alltagssünden schnell und unkompliziert mit attraktiven Alltagsfreuden erlebbar macht.";;POINT(6.935541723716246 46.99668577256996)
https://lod.opentransportdata.swiss/place/8504221/geo-k-kiosk-3bee;http://lod.opentransportdata.swiss/didok/8504221;K Kiosk;Kioske / Tabakwaren;Unterführung;Neuchâtel;So 06:15-21:00;http://www.kkiosk.ch/;;+41 32 725 40 94;"Gönn dir was!
k kiosk ist der persönliche Garant für Sofortgenuss in greifbarer Nähe, welcher die kleinen Alltagssünden schnell und unkompliziert mit attraktiven Alltagsfreuden erlebbar macht.";;POINT(6.935541723716246 46.99668577256996)
https://lod.opentransportdata.swiss/place/8504221/geo-billettschalter-f843;http://lod.opentransportdata.swiss/didok/8504221;Billette, Abonnemente, Freizeitangebote;SBB Services;Bahngeschoss;Neuchâtel;Sa 07:30-19:00;;;;;;POINT(6.935536107589516 46.99664442379357)
https://lod.opentransportdata.swiss/place/8504221/geo-boulangeries-patisseries-haeberli-b5da;http://lod.opentransportdata.swiss/didok/8504221;Pouly - Boulangerie;Lebensmittel / Getränke;Bahngeschoss;Neuchâtel;Sa-So 05:30-21:00;http://pouly.ch;;;;;POINT(6.936354578898745 46.99679009221228)
https://lod.opentransportdata.swiss/place/8504221/geo-pharmacie-de-la-gare-58f6;http://lod.opentransportdata.swiss/didok/8504221;Pharmacie de la Gare;Gesundheit / Körperpflege;Bahngeschoss;Neuchâtel;Mo-Fr 07:00-20:30;;pharmacie365@ovan.ch;+41 32 724 63 65;;American Express, Euro, Maestro, MasterCard, PostFinance, Visa Railcity;POINT(6.936225442468641 46.99682100853013)
https://lod.opentransportdata.swiss/place/8504221/geo-pharmacie-de-la-gare-58f6;http://lod.opentransportdata.swiss/didok/8504221;Pharmacie de la Gare;Gesundheit / Körperpflege;Bahngeschoss;Neuchâtel;Sa 08:00-20:30;;pharmacie365@ovan.ch;+41 32 724 63 65;;American Express, Euro, Maestro, MasterCard, PostFinance, Visa Railcity;POINT(6.936225442468641 46.99682100853013)
https://lod.opentransportdata.swiss/place/8504221/geo-antidote-lounge-bar-2e34;http://lod.opentransportdata.swiss/didok/8504221;Antidote Lounge Bar;Restaurants / Take-Away;Bahngeschoss;Neuchâtel;Mo-Mi 06:30-00:00;https://de-de.facebook.com/antidoteloungebar.ch/;bar@antidote-lounge.ch;+41 32 724 94 66;;Euro, Maestro, MasterCard, PostFinance, Visa Railcity;POINT(6.935618383716642 46.99641535173998)
https://lod.opentransportdata.swiss/place/8504221/geo-antidote-lounge-bar-2e34;http://lod.opentransportdata.swiss/didok/8504221;Antidote Lounge Bar;Restaurants / Take-Away;Bahngeschoss;Neuchâtel;Fr 06:30-02:00;https://de-de.facebook.com/antidoteloungebar.ch/;bar@antidote-lounge.ch;+41 32 724 94 66;;Euro, Maestro, MasterCard, PostFinance, Visa Railcity;POINT(6.935618383716642 46.99641535173998)
https://lod.opentransportdata.swiss/place/8504221/geo-antidote-lounge-bar-2e34;http://lod.opentransportdata.swiss/didok/8504221;Antidote Lounge Bar;Restaurants / Take-Away;Bahngeschoss;Neuchâtel;Sa 08:00-02:00;https://de-de.facebook.com/antidoteloungebar.ch/;bar@antidote-lounge.ch;+41 32 724 94 66;;Euro, Maestro, MasterCard, PostFinance, Visa Railcity;POINT(6.935618383716642 46.99641535173998)
https://lod.opentransportdata.swiss/place/8504221/geo-dominos-pizza-524a;http://lod.opentransportdata.swiss/didok/8504221;Domino's Pizza;Restaurants / Take-Away;Bahngeschoss;Neuchâtel;Sa 11:00-23:00;https://www.dominos.ch/;;+41 32 732 55 33;;American Express, Maestro, MasterCard, PostFinance, V Pay, Visa Railcity;POINT(6.937210907346189 46.997025927759765)
https://lod.opentransportdata.swiss/place/8504221/geo-fundbuero-a87f;http://lod.opentransportdata.swiss/didok/8504221;Fundservice;SBB Services;Bahngeschoss;Neuchâtel;Mo-Fr 06:30-20:00;;;;;;POINT(6.93554702171914 46.996619795263946)
https://lod.opentransportdata.swiss/place/8504221/geo-fundbuero-a87f;http://lod.opentransportdata.swiss/didok/8504221;Fundservice;SBB Services;Bahngeschoss;Neuchâtel;So 08:00-19:00;;;;;;POINT(6.93554702171914 46.996619795263946)
https://lod.opentransportdata.swiss/place/8504221/geo-geldwechsel-3126;http://lod.opentransportdata.swiss/didok/8504221;Geldwechsel;SBB Services;Bahngeschoss;Neuchâtel;Mo-Fr 06:30-20:00;;;;;;POINT(6.935568985550172 46.99665579992835)
https://lod.opentransportdata.swiss/place/8504221/geo-gepaeckaufgabe-dd94;http://lod.opentransportdata.swiss/didok/8504221;Gepäck;SBB Services;Bahngeschoss;Neuchâtel;Mo-Fr 06:30-20:00;;;;;;POINT(6.935601751656576 46.99666673837739)
https://lod.opentransportdata.swiss/place/8504221/geo-gepaeckaufgabe-dd94;http://lod.opentransportdata.swiss/didok/8504221;Gepäck;SBB Services;Bahngeschoss;Neuchâtel;So 08:00-19:00;;;;;;POINT(6.935601751656576 46.99666673837739)
https://lod.opentransportdata.swiss/place/8504221/geo-sbb-reisezentrum-41b5;http://lod.opentransportdata.swiss/didok/8504221;SBB Reisezentrum;Dienstleistungen;Bahngeschoss;Neuchâtel;Sa-So 07:15-19:00;;;;;;POINT(6.93559870960416 46.99662026808672)
https://lod.opentransportdata.swiss/place/8504300/geo-coop-pronto-9021;http://lod.opentransportdata.swiss/didok/8504300;Coop Pronto;Lebensmittel / Getränke;1. Obergeschoss;Biel/Bienne;Mo-So 05:00-00:00;http://www.coop-pronto.ch/;;+41 32 322 88 70;;;POINT(7.242612824109798 47.133066071566134)
https://lod.opentransportdata.swiss/place/8504300/geo-geldwechsel-7642;http://lod.opentransportdata.swiss/didok/8504300;Geldwechsel;SBB Services;Stadtebene;Biel/Bienne;Mo-Fr 06:30-20:00;;;;;;POINT(7.24326149078225 47.13284590112293)
https://lod.opentransportdata.swiss/place/8504300/geo-billettschalter-086b;http://lod.opentransportdata.swiss/didok/8504300;Billette, Abonnemente, Freizeitangebote;SBB Services;Stadtebene;Biel/Bienne;Mo-Fr 06:30-20:00;;;;;;POINT(7.243304983804948 47.132846874923715)
https://lod.opentransportdata.swiss/place/8504300/geo-billettschalter-086b;http://lod.opentransportdata.swiss/didok/8504300;Billette, Abonnemente, Freizeitangebote;SBB Services;Stadtebene;Biel/Bienne;Sa 07:30-19:00;;;;;;POINT(7.243304983804948 47.132846874923715)
